,금융회사,상품명,적립방식,세전이자율,최고우대금리,가입대상,이자계산방식,우대조건,가입방법,만기후이자율,기타유의사항,개월수,상품종류
447,CK저축은행,"정기적금(인터넷,모바일,비대면)",자유적립식,4.40%,4.40%,제한없음,복리,없음,"인터넷,스마트폰",- 만기 후 1개월 이내 : 약정금리 - 만기 후 1개월 초과 : 연 0.1%,없음,12,적금
448,세람저축은행,비대면 정기적금,정액적립식,4.30%,4.30%,제한없음,단리,-,,1개월내 : 약정금리와 해당 계약기간의 현행금리 중 낮은 금리 1개월 초과: 보통예금 금리,없음,12,적금
449,오투저축은행,정기적금,정액적립식,4.30%,4.30%,제한없음,단리,-,스마트폰,1. 2019년 7월 1일 이전 신규-보통예금 이율2. 2019년 7월 1일 신규분 부터-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율-1개월 초과: 보통예금 이율,중도해지이율-1개월 미만: 보통예금이율-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%-12개월 이상: 계약일의 계약기간별 약정이율의 70%,12,적금
450,오투저축은행,정기적금,정액적립식,4.30%,4.30%,제한없음,복리,-,스마트폰,1. 2019년 7월 1일 이전 신규-보통예금 이율2. 2019년 7월 1일 신규분 부터-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율-1개월 초과: 보통예금 이율,중도해지이율-1개월 미만: 보통예금이율-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%-12개월 이상: 계약일의 계약기간별 약정이율의 70%,12,적금
451,오투저축은행,정기적금,정액적립식,4.30%,4.30%,제한없음,단리,-,인터넷,1. 2019년 7월 1일 이전 신규-보통예금 이율2. 2019년 7월 1일 신규분 부터-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율-1개월 초과: 보통예금 이율,중도해지이율-1개월 미만: 보통예금이율-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%-12개월 이상: 계약일의 계약기간별 약정이율의 70%,12,적금
452,오투저축은행,정기적금,정액적립식,4.30%,4.30%,제한없음,복리,-,인터넷,1. 2019년 7월 1일 이전 신규-보통예금 이율2. 2019년 7월 1일 신규분 부터-1개월이내: 신규시점 약정이율과 만기시점 약정이율 중 낮은 이율-1개월 초과: 보통예금 이율,중도해지이율-1개월 미만: 보통예금이율-1개월 이상~3개월 미만: 계약일의 계약기간별 약정이율의 50%-3개월 이상~12개월 미만: 계약일의 계약기간별 약정이율의 60%-12개월 이상: 계약일의 계약기간별 약정이율의 70%,12,적금
453,키움예스저축은행,"키워드림 e-정기적금 (인터넷뱅킹, 스마트뱅킹)",정액적립식,4.30%,4.30%,제한없음,단리,-,"인터넷,스마트폰",*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율*만기후 1개월 초과 : 만기시점 보통예금 이율,-,12,적금
454,키움예스저축은행,SB톡톡 키워드림 정기적금 (비대면),정액적립식,4.30%,4.30%,제한없음,단리,-,스마트폰,*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율*만기후 1개월 초과 : 만기시점 보통예금 이율,-,12,적금
455,디비저축은행,M-정기적금(모바일),정액적립식,4.20%,4.20%,실명의 개인,단리,최고우대금리 : 0.2 / 모바일 가입시 : 기본이율* + 0.2% (*기본이율: 가입시 12개월 정기적금 고시이율),스마트폰,1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율1개월 초과: 0.1%,"최소가입금액: 1만원 이상 / 가입채널: 스마트뱅킹, SB톡톡+",12,적금
456,디비저축은행,M-정기적금(모바일),정액적립식,4.20%,4.20%,실명의 개인,복리,최고우대금리 : 0.2 / 모바일 가입시 : 기본이율* + 0.2% (*기본이율: 가입시 12개월 정기적금 고시이율),스마트폰,1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율1개월 초과: 0.1%,"최소가입금액: 1만원 이상 / 가입채널: 스마트뱅킹, SB톡톡+",12,적금
457,엔에이치저축은행,비대면정기적금,정액적립식,4.20%,4.20%,제한없음,단리,없음,"인터넷,스마트폰",-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리-1개월 초과: 지급일 당시 보통예금 이율,-가입금액: 월불입금 1만원 이상-가입기간: 6개월이상 36개월 이하,12,적금
458,엔에이치저축은행,정기적금,정액적립식,4.10%,4.20%,제한없음,단리,NH멤버스 회원인 경우 연 0.1% 우대금리 적용,영업점,-1개월 이내: 지급 전일까지 해당 계좌의 약정금리와 기간별 적용금리 중 낮은 금리-1개월 초과: 지급일 당시 보통예금 이율,-가입금액: 월불입금 1만원 이상-가입기간: 6개월이상 36개월 이하,12,적금
459,영진저축은행,정기적금,정액적립식,4.20%,4.20%,내·외국인 대상,복리,"계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",영업점,만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)만기후 1개월이후 해지시 보통예금금리(0.5%)적용,1만원이상 가입가능,12,적금
460,영진저축은행,정기적금,정액적립식,4.20%,4.20%,내·외국인 대상,단리,"계약기간이 1년이상인 정기예금, 정기적금, 신용부금 만기수령액 이하를 1년 이상으로 재예치시",영업점,만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)만기후 1개월이후 해지시 보통예금금리(0.5%)적용,1만원이상 가입가능,12,적금
461,영진저축은행,e-정기적금,정액적립식,4.20%,4.20%,내·외국인 대상,복리,없음,인터넷,만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)만기후 1개월이후 해지시 보통예금금리(0.5%)적용,1만원이상 가입가능,12,적금
462,영진저축은행,e-정기적금,정액적립식,4.20%,4.20%,내·외국인 대상,단리,없음,인터넷,만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)만기후 1개월이후 해지시 보통예금금리(0.5%)적용,1만원이상 가입가능,12,적금
463,영진저축은행,m-정기적금,정액적립식,4.20%,4.20%,내·외국인 대상,복리,없음,스마트폰,만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)만기후 1개월이후 해지시 보통예금금리(0.5%)적용,1만원이상 가입가능,12,적금
464,영진저축은행,m-정기적금,정액적립식,4.20%,4.20%,내·외국인 대상,단리,없음,스마트폰,만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)만기후 1개월이후 해지시 보통예금금리(0.5%)적용,1만원이상 가입가능,12,적금
465,영진저축은행,SB톡톡-정기적금,정액적립식,4.20%,4.20%,내·외국인 대상,단리,없음,스마트폰,만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)만기후 1개월이후 해지시 보통예금금리(0.5%)적용,1만원이상 가입가능,12,적금
466,영진저축은행,SB톡톡-정기적금,정액적립식,4.20%,4.20%,내·외국인 대상,복리,없음,스마트폰,만기후 1개월이내 해지시 약정이율 적용(가입시점 이율과 만기시점 이율 중 낮은 이율)만기후 1개월이후 해지시 보통예금금리(0.5%)적용,1만원이상 가입가능,12,적금
467,인천저축은행,정기적금,정액적립식,4.20%,4.20%,누구나가입가능,단리,창구전용상품,영업점,*만기후 1개월이내 : 최초약정이율*만기 1개월이후 : 연0.1%,월불입액 1만원이상,12,적금
468,인천저축은행,정기적금,정액적립식,4.20%,4.20%,누구나가입가능,단리,창구전용상품,영업점,*만기후 1개월이내 : 최초약정이율*만기 1개월이후 : 연0.1%,적금가입금액 1만원이상,12,적금
469,인천저축은행,정기적금,정액적립식,4.20%,4.20%,인터넷뱅킹가입 대상,단리,인터넷뱅킹 전용상품,"인터넷,스마트폰",*만기후 1개월이내 : 최초약정이율*만기 1개월이후 : 연0.1%,월불입액 1만원이상,12,적금
470,키움예스저축은행,키워드림 정기적금,정액적립식,4.20%,4.20%,제한없음,단리,"*인터넷뱅킹, 스마트뱅킹, 비대면 가입시 우대금리 적용",영업점,*만기후 1개월 이내 : 당초 약정금리 또는 만기시 동일상품 동일계약기간의 신규 약정금리 중 낮은 이율*만기후 1개월 초과 : 만기시점 보통예금 이율,-,12,적금
471,다올저축은행,Fi 정기적금 (대면),정액적립식,4.10%,4.10%,제한없음,단리,없음,영업점,- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용- 1개월 초과 : 연0.1%,* 중도해지이율 (입금액마다 경과기간별 차등 적용)- 1개월미만 : 가입일의 보통예금 금리- 6개월미만 : 약정이율X50%- 9개월미만 : 약정이율X55%- 12개월미만 : 약정이율X60%- 12개월이상 : 약정이율X70%,12,적금
472,다올저축은행,Fi 정기적금 (비대면),정액적립식,4.10%,4.10%,제한없음,단리,없음,"인터넷,스마트폰",- 1개월 까지 : 당초 약정이율과 만기시점 고시이율을 비교하여 낮은 금리 적용- 1개월 초과 : 연0.1%,* 중도해지이율 (입금액마다 경과기간별 차등 적용)- 1개월미만 : 가입일의 보통예금 금리- 6개월미만 : 약정이율X50%- 9개월미만 : 약정이율X55%- 12개월미만 : 약정이율X60%- 12개월이상 : 약정이율X70%,12,적금
473,대명상호저축은행,정기적금,자유적립식,4.10%,4.10%,누구나가입가능,단리,없음,영업점,- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용- 만기 후 1개월 초과: 보통예금이율,자유적립식,12,적금
474,대명상호저축은행,정기적금,자유적립식,4.10%,4.10%,누구나가입가능,복리,없음,영업점,- 만기 후 1개월 이하: 약정금리와 동일한 금리 적용- 만기 후 1개월 초과: 보통예금이율,자유적립식,12,적금
475,대신저축은행,스마트정기적금,정액적립식,4.10%,4.10%,스마트뱅크 가입고객,단리,-,스마트폰,* 만기후 1개월이내: 당초 약정이율과 만기시점 해당상품 신규 약정이율 중 낮은이율* 만기후 1개월초과: 만기시점 보통예금 이율 (현재 0.1%),가입채널 제한 (모바일앱전용상품),12,적금
476,디비저축은행,E-정기적금(인터넷),정액적립식,4.10%,4.10%,"실명의 개인, 법인",복리,최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),인터넷,1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율1개월 초과: 0.1%,최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,12,적금
477,디비저축은행,E-정기적금(인터넷),정액적립식,4.10%,4.10%,"실명의 개인, 법인",단리,최고우대금리 : 0.1 / 인터넷 가입시 : 기본이율* + 0.1% (*기본이율: 가입시 12개월 정기적금 고시이율),인터넷,1개월 이하: 신규 당시 약정이율 또는 만기시점 동일상품 동일계약기간의 신규 고시금리 중 낮은 이율1개월 초과: 0.1%,최소가입금액: 1만원 이상 / 가입채널: 인터넷뱅킹,12,적금
478,민국저축은행,정기적금,정액적립식,4.10%,4.10%,개인,단리,- 없음,스마트폰,- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리- 1개월 이후 : 보통예금 금리 적용,- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,12,적금
479,민국저축은행,정기적금,정액적립식,4.00%,4.10%,제한없음,단리,* 최대우대금리 : 0.1% - 3명 이상 창구 방문하여 1년이상 적금 가입시 : 연 0.1% - 적금 만기해지 후 1년이상 정기예금 및 적금 신규 가입시 : 연 0.1%,영업점,- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리- 1개월 이후 : 보통예금 금리 적용,- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,12,적금
480,민국저축은행,정기적금,정액적립식,4.10%,4.10%,개인,단리,- 없음,모집인,- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리- 1개월 이후 : 보통예금 금리 적용,- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,12,적금
481,민국저축은행,정기적금,정액적립식,4.10%,4.10%,개인,단리,- 없음,인터넷,- 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은 금리- 1개월 이후 : 보통예금 금리 적용,- 중도해지 시 가입 기간에 따라 중도해지이율이 다르게 적용됩니다.,12,적금
482,부림저축은행,아이사랑 정기적금,정액적립식,4.10%,4.10%,미취학아동과 부모님이 함께 가입,단리,미취학아동과 부모님이 함께 가입하는 경우,영업점,- 만기후 1개월 이내 : 가입당시 약정금리와 현재 금리 비교 후 낮은금리- 만기후 1개월 초과 : 연 0.25%,.,12,적금
483,아산저축은행,SB톡톡-정기예금,자유적립식,4.10%,4.10%,제한없음,단리,없음,스마트폰,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,12,적금
484,아산저축은행,SB톡톡-정기예금,자유적립식,4.10%,4.10%,제한없음,복리,없음,스마트폰,"1개월 내 : 가입시점, 만기시점 낮은 단리이율적용, 이후 보통예금 금리 적용",없음,12,적금
